Datum,Warengruppe,Umsatz,Kategorie,KielerWoche,Bewoelkung,Temperatur,Windgeschwindigkeit,Wettercode,Monat,Wetterbedingungen
2013-07-05,4.0,86.7598614451924,Konditorei,0,5.0,19.975,12.0,,7.0,
2013-07-05,3.0,181.644870215041,Croissant,0,5.0,19.975,12.0,,7.0,
2013-07-05,2.0,492.818804066088,Broetchen,0,5.0,19.975,12.0,,7.0,
2013-07-05,1.0,171.280754117955,Brot,0,5.0,19.975,12.0,,7.0,
2013-07-06,1.0,174.552359998476,Brot,0,0.0,18.9625,8.0,,7.0,
2013-07-06,2.0,631.906068038484,Broetchen,0,0.0,18.9625,8.0,,7.0,
2013-07-06,3.0,291.557959835153,Croissant,0,0.0,18.9625,8.0,,7.0,
2013-07-06,4.0,80.6465768881107,Konditorei,0,0.0,18.9625,8.0,,7.0,
2013-07-06,5.0,361.866932797941,Kuchen,0,0.0,18.9625,8.0,,7.0,
2013-07-07,1.0,92.6377553788373,Brot,0,0.0,21.375,9.0,,7.0,
2013-07-07,2.0,695.25572963054,Broetchen,0,0.0,21.375,9.0,,7.0,
2013-07-07,3.0,279.665938833443,Croissant,0,0.0,21.375,9.0,,7.0,
2013-07-07,4.0,94.6039024817053,Konditorei,0,0.0,21.375,9.0,,7.0,
2013-07-07,5.0,370.20960108863,Kuchen,0,0.0,21.375,9.0,,7.0,
2013-07-08,1.0,135.500244042392,Brot,0,0.0,22.725,10.0,5.0,7.0,Trockener Dunst
2013-07-08,2.0,538.529249911711,Broetchen,0,0.0,22.725,10.0,5.0,7.0,Trockener Dunst
2013-07-08,3.0,195.158794309303,Croissant,0,0.0,22.725,10.0,5.0,7.0,Trockener Dunst
2013-07-08,4.0,49.5000238633042,Konditorei,0,0.0,22.725,10.0,5.0,7.0,Trockener Dunst
2013-07-08,5.0,285.233382496522,Kuchen,0,0.0,22.725,10.0,5.0,7.0,Trockener Dunst
2013-07-09,2.0,585.957264698849,Broetchen,0,0.0,23.275,8.0,,7.0,
2013-07-09,5.0,342.089345776475,Kuchen,0,0.0,23.275,8.0,,7.0,
2013-07-09,4.0,75.2089975834558,Konditorei,0,0.0,23.275,8.0,,7.0,
2013-07-09,1.0,136.048382778344,Brot,0,0.0,23.275,8.0,,7.0,
2013-07-09,3.0,245.808338509722,Croissant,0,0.0,23.275,8.0,,7.0,
2013-07-10,1.0,135.132314289581,Brot,0,2.0,19.6875,13.0,5.0,7.0,Trockener Dunst
2013-07-10,2.0,567.365764527953,Broetchen,0,2.0,19.6875,13.0,5.0,7.0,Trockener Dunst
2013-07-10,3.0,265.109142544045,Croissant,0,2.0,19.6875,13.0,5.0,7.0,Trockener Dunst
2013-07-10,4.0,73.8056511129258,Konditorei,0,2.0,19.6875,13.0,5.0,7.0,Trockener Dunst
2013-07-10,5.0,343.353066508123,Kuchen,0,2.0,19.6875,13.0,5.0,7.0,Trockener Dunst
2013-07-11,5.0,315.911756962233,Kuchen,0,0.0,21.375,12.0,5.0,7.0,Trockener Dunst
2013-07-11,4.0,68.6330279122302,Konditorei,0,0.0,21.375,12.0,5.0,7.0,Trockener Dunst
2013-07-11,3.0,234.65807920749,Croissant,0,0.0,21.375,12.0,5.0,7.0,Trockener Dunst
2013-07-11,2.0,569.109374584873,Broetchen,0,0.0,21.375,12.0,5.0,7.0,Trockener Dunst
2013-07-11,1.0,138.549392636714,Brot,0,0.0,21.375,12.0,5.0,7.0,Trockener Dunst
2013-07-12,1.0,101.447511461298,Brot,0,0.0,20.2875,7.0,,7.0,
2013-07-12,2.0,600.267914678783,Broetchen,0,0.0,20.2875,7.0,,7.0,
2013-07-12,3.0,290.199097765019,Croissant,0,0.0,20.2875,7.0,,7.0,
2013-07-12,5.0,362.802489634211,Kuchen,0,0.0,20.2875,7.0,,7.0,
2013-07-13,5.0,359.166188843392,Kuchen,0,1.0,20.125,12.0,,7.0,
2013-07-13,4.0,74.2744737887665,Konditorei,0,1.0,20.125,12.0,,7.0,
2013-07-13,3.0,340.046632736531,Croissant,0,1.0,20.125,12.0,,7.0,
2013-07-13,1.0,141.233309883732,Brot,0,1.0,20.125,12.0,,7.0,
2013-07-13,2.0,747.140776382576,Broetchen,0,1.0,20.125,12.0,,7.0,
2013-07-14,1.0,112.524365708762,Brot,0,5.0,17.6875,15.0,5.0,7.0,Trockener Dunst
2013-07-14,2.0,777.048841669282,Broetchen,0,5.0,17.6875,15.0,5.0,7.0,Trockener Dunst
2013-07-14,3.0,320.626816189556,Croissant,0,5.0,17.6875,15.0,5.0,7.0,Trockener Dunst
2013-07-14,4.0,115.271617188867,Konditorei,0,5.0,17.6875,15.0,5.0,7.0,Trockener Dunst
2013-07-14,5.0,461.082124524619,Kuchen,0,5.0,17.6875,15.0,5.0,7.0,Trockener Dunst
2013-07-15,5.0,380.68369651152,Kuchen,0,6.0,18.7375,12.0,,7.0,
2013-07-15,1.0,161.264677322182,Brot,0,6.0,18.7375,12.0,,7.0,
2013-07-15,2.0,596.995099998235,Broetchen,0,6.0,18.7375,12.0,,7.0,
2013-07-15,3.0,243.526401440661,Croissant,0,6.0,18.7375,12.0,,7.0,
2013-07-15,4.0,99.4935305857439,Konditorei,0,6.0,18.7375,12.0,,7.0,
2013-07-16,3.0,287.415464972525,Croissant,0,1.0,21.1875,10.0,,7.0,
2013-07-16,4.0,91.7796976081033,Konditorei,0,1.0,21.1875,10.0,,7.0,
2013-07-16,1.0,116.821358174215,Brot,0,1.0,21.1875,10.0,,7.0,
2013-07-16,2.0,558.797138274201,Broetchen,0,1.0,21.1875,10.0,,7.0,
2013-07-16,5.0,320.43533597922,Kuchen,0,1.0,21.1875,10.0,,7.0,
2013-07-17,5.0,396.99424714406,Kuchen,0,5.0,22.5125,8.0,,7.0,
2013-07-17,3.0,301.777437970497,Croissant,0,5.0,22.5125,8.0,,7.0,
2013-07-17,2.0,628.325718978073,Broetchen,0,5.0,22.5125,8.0,,7.0,
2013-07-17,1.0,150.572919592838,Brot,0,5.0,22.5125,8.0,,7.0,
2013-07-18,1.0,101.90072129658,Brot,0,1.0,23.25,11.0,5.0,7.0,Trockener Dunst
2013-07-18,2.0,647.822253705942,Broetchen,0,1.0,23.25,11.0,5.0,7.0,Trockener Dunst
2013-07-18,3.0,250.426586853024,Croissant,0,1.0,23.25,11.0,5.0,7.0,Trockener Dunst
2013-07-18,4.0,89.2058404577425,Konditorei,0,1.0,23.25,11.0,5.0,7.0,Trockener Dunst
2013-07-18,5.0,300.398790118057,Kuchen,0,1.0,23.25,11.0,5.0,7.0,Trockener Dunst
2013-07-19,5.0,369.400389277533,Kuchen,0,3.0,22.475,16.0,5.0,7.0,Trockener Dunst
2013-07-19,4.0,62.0636098816993,Konditorei,0,3.0,22.475,16.0,5.0,7.0,Trockener Dunst
2013-07-19,3.0,287.18828629416,Croissant,0,3.0,22.475,16.0,5.0,7.0,Trockener Dunst
2013-07-19,2.0,646.788959790823,Broetchen,0,3.0,22.475,16.0,5.0,7.0,Trockener Dunst
2013-07-19,1.0,161.63511518654,Brot,0,3.0,22.475,16.0,5.0,7.0,Trockener Dunst
2013-07-20,1.0,134.328076682024,Brot,0,0.0,23.1875,8.0,,7.0,
2013-07-20,2.0,843.051280035386,Broetchen,0,0.0,23.1875,8.0,,7.0,
2013-07-20,3.0,394.765674710477,Croissant,0,0.0,23.1875,8.0,,7.0,
2013-07-20,4.0,69.9369965472912,Konditorei,0,0.0,23.1875,8.0,,7.0,
2013-07-20,5.0,346.154004294146,Kuchen,0,0.0,23.1875,8.0,,7.0,
2013-07-21,5.0,287.443788531561,Kuchen,0,0.0,26.375,8.0,,7.0,
2013-07-21,4.0,82.6826868784511,Konditorei,0,0.0,26.375,8.0,,7.0,
2013-07-21,3.0,346.658236387984,Croissant,0,0.0,26.375,8.0,,7.0,
2013-07-21,2.0,815.942264195776,Broetchen,0,0.0,26.375,8.0,,7.0,
2013-07-21,1.0,66.2887578161955,Brot,0,0.0,26.375,8.0,,7.0,
2013-07-22,1.0,131.223948997842,Brot,0,0.0,26.1,9.0,,7.0,
2013-07-22,2.0,647.682748973215,Broetchen,0,0.0,26.1,9.0,,7.0,
2013-07-22,3.0,297.712614415266,Croissant,0,0.0,26.1,9.0,,7.0,
2013-07-22,4.0,99.3353908053911,Konditorei,0,0.0,26.1,9.0,,7.0,
2013-07-22,5.0,356.484067206325,Kuchen,0,0.0,26.1,9.0,,7.0,
2013-07-23,5.0,316.29681714496,Kuchen,0,0.0,24.95,12.0,,7.0,
2013-07-23,4.0,70.5290024618065,Konditorei,0,0.0,24.95,12.0,,7.0,
2013-07-23,3.0,323.301431663341,Croissant,0,0.0,24.95,12.0,,7.0,
2013-07-23,2.0,691.043662205889,Broetchen,0,0.0,24.95,12.0,,7.0,
2013-07-23,1.0,110.315246796665,Brot,0,0.0,24.95,12.0,,7.0,
2013-07-24,1.0,141.891908195545,Brot,0,3.0,24.075,11.0,,7.0,
2013-07-24,2.0,698.340862077002,Broetchen,0,3.0,24.075,11.0,,7.0,
2013-07-24,3.0,328.023102507764,Croissant,0,3.0,24.075,11.0,,7.0,
2013-07-24,4.0,83.5816326885927,Konditorei,0,3.0,24.075,11.0,,7.0,
2013-07-24,5.0,327.339400651794,Kuchen,0,3.0,24.075,11.0,,7.0,
2013-07-25,5.0,303.192537586556,Kuchen,0,2.0,23.0875,9.0,,7.0,
2013-07-25,4.0,65.8902979709521,Konditorei,0,2.0,23.0875,9.0,,7.0,
2013-07-25,3.0,280.809721012322,Croissant,0,2.0,23.0875,9.0,,7.0,
2013-07-25,2.0,681.250768331783,Broetchen,0,2.0,23.0875,9.0,,7.0,
2013-07-25,1.0,167.701216640907,Brot,0,2.0,23.0875,9.0,,7.0,
2013-07-26,1.0,147.272084366206,Brot,0,3.0,27.2625,6.0,,7.0,
2013-07-26,2.0,718.016648132155,Broetchen,0,3.0,27.2625,6.0,,7.0,
2013-07-26,3.0,352.293883343641,Croissant,0,3.0,27.2625,6.0,,7.0,
2013-07-26,4.0,53.1984562311259,Konditorei,0,3.0,27.2625,6.0,,7.0,
2013-07-26,5.0,331.522091778847,Kuchen,0,3.0,27.2625,6.0,,7.0,
2013-07-27,3.0,382.965879977945,Croissant,0,1.0,26.1625,10.0,,7.0,
2013-07-27,5.0,358.892714466409,Kuchen,0,1.0,26.1625,10.0,,7.0,
2013-07-27,1.0,161.403357795112,Brot,0,1.0,26.1625,10.0,,7.0,
2013-07-27,2.0,855.619095347599,Broetchen,0,1.0,26.1625,10.0,,7.0,
2013-07-28,1.0,86.0791432446654,Brot,0,4.0,24.8875,13.0,61.0,7.0,Durchgehender leichter und nicht gefrierender Regen
2013-07-28,2.0,871.802546455837,Broetchen,0,4.0,24.8875,13.0,61.0,7.0,Durchgehender leichter und nicht gefrierender Regen
2013-07-28,3.0,360.096105223697,Croissant,0,4.0,24.8875,13.0,61.0,7.0,Durchgehender leichter und nicht gefrierender Regen
2013-07-28,5.0,437.824795495097,Kuchen,0,4.0,24.8875,13.0,61.0,7.0,Durchgehender leichter und nicht gefrierender Regen
2013-07-29,1.0,183.564164400591,Brot,0,1.0,22.7875,10.0,,7.0,
2013-07-29,2.0,672.50214523923,Broetchen,0,1.0,22.7875,10.0,,7.0,
2013-07-29,3.0,356.033434735079,Croissant,0,1.0,22.7875,10.0,,7.0,
2013-07-29,5.0,368.951029057165,Kuchen,0,1.0,22.7875,10.0,,7.0,
2013-07-30,5.0,424.086156965952,Kuchen,0,5.0,21.075,13.0,21.0,7.0,Regen hat aufgehoert
2013-07-30,3.0,354.531775116541,Croissant,0,5.0,21.075,13.0,21.0,7.0,Regen hat aufgehoert
2013-07-30,1.0,132.111640117897,Brot,0,5.0,21.075,13.0,21.0,7.0,Regen hat aufgehoert
2013-07-30,2.0,690.117757120039,Broetchen,0,5.0,21.075,13.0,21.0,7.0,Regen hat aufgehoert
2013-07-31,1.0,144.745431773143,Brot,0,5.0,20.275,16.0,65.0,7.0,Durchgehender starker und nicht gefrierender Regen
2013-07-31,2.0,667.842224335937,Broetchen,0,5.0,20.275,16.0,65.0,7.0,Durchgehender starker und nicht gefrierender Regen
2013-07-31,3.0,321.075920611583,Croissant,0,5.0,20.275,16.0,65.0,7.0,Durchgehender starker und nicht gefrierender Regen
2013-07-31,5.0,426.985804024935,Kuchen,0,5.0,20.275,16.0,65.0,7.0,Durchgehender starker und nicht gefrierender Regen
2013-08-01,4.0,60.5614573229725,Konditorei,0,6.0,23.4,7.0,21.0,8.0,Regen hat aufgehoert
2013-08-01,1.0,157.854023011106,Brot,0,6.0,23.4,7.0,21.0,8.0,Regen hat aufgehoert
2013-08-01,2.0,667.213719343287,Broetchen,0,6.0,23.4,7.0,21.0,8.0,Regen hat aufgehoert
2013-08-01,3.0,304.830310037868,Croissant,0,6.0,23.4,7.0,21.0,8.0,Regen hat aufgehoert
2013-08-01,5.0,322.294307178179,Kuchen,0,6.0,23.4,7.0,21.0,8.0,Regen hat aufgehoert
2013-08-02,1.0,117.359342094889,Brot,0,0.0,31.4375,7.0,,8.0,
2013-08-02,2.0,689.695100983376,Broetchen,0,0.0,31.4375,7.0,,8.0,
2013-08-02,3.0,379.526700654912,Croissant,0,0.0,31.4375,7.0,,8.0,
2013-08-02,4.0,68.1222020855149,Konditorei,0,0.0,31.4375,7.0,,8.0,
2013-08-02,5.0,282.371517214865,Kuchen,0,0.0,31.4375,7.0,,8.0,
2013-08-03,5.0,399.283316370115,Kuchen,0,4.0,23.3625,11.0,63.0,8.0,Durchgehender maessiger nicht gefrierender Regen
2013-08-03,4.0,51.2749992906831,Konditorei,0,4.0,23.3625,11.0,63.0,8.0,Durchgehender maessiger nicht gefrierender Regen
2013-08-03,3.0,454.705780795563,Croissant,0,4.0,23.3625,11.0,63.0,8.0,Durchgehender maessiger nicht gefrierender Regen
2013-08-03,2.0,930.801703150498,Broetchen,0,4.0,23.3625,11.0,63.0,8.0,Durchgehender maessiger nicht gefrierender Regen
2013-08-03,1.0,186.027178770079,Brot,0,4.0,23.3625,11.0,63.0,8.0,Durchgehender maessiger nicht gefrierender Regen
2013-08-04,1.0,104.708216687715,Brot,0,3.0,23.05,8.0,,8.0,
2013-08-04,2.0,862.752429028985,Broetchen,0,3.0,23.05,8.0,,8.0,
2013-08-04,3.0,382.85648750844,Croissant,0,3.0,23.05,8.0,,8.0,
2013-08-04,4.0,67.1568816245378,Konditorei,0,3.0,23.05,8.0,,8.0,
2013-08-04,5.0,461.704848992483,Kuchen,0,3.0,23.05,8.0,,8.0,
2013-08-05,5.0,354.247243408463,Kuchen,0,0.0,25.8,10.0,,8.0,
2013-08-05,3.0,331.615355447409,Croissant,0,0.0,25.8,10.0,,8.0,
2013-08-05,2.0,520.947179812455,Broetchen,0,0.0,25.8,10.0,,8.0,
2013-08-05,1.0,146.775309890073,Brot,0,0.0,25.8,10.0,,8.0,
2013-08-06,1.0,131.956277381283,Brot,0,5.0,22.225,13.0,,8.0,
2013-08-06,2.0,498.920948322354,Broetchen,0,5.0,22.225,13.0,,8.0,
2013-08-06,3.0,344.104806694018,Croissant,0,5.0,22.225,13.0,,8.0,
2013-08-06,4.0,69.705360420462,Konditorei,0,5.0,22.225,13.0,,8.0,
2013-08-06,5.0,441.521507016938,Kuchen,0,5.0,22.225,13.0,,8.0,
2013-08-07,5.0,423.850318191533,Kuchen,0,4.0,19.2125,8.0,,8.0,
2013-08-07,4.0,83.1094116270633,Konditorei,0,4.0,19.2125,8.0,,8.0,
2013-08-07,3.0,341.483544581514,Croissant,0,4.0,19.2125,8.0,,8.0,
2013-08-07,2.0,519.197204695832,Broetchen,0,4.0,19.2125,8.0,,8.0,
2013-08-07,1.0,160.593417296116,Brot,0,4.0,19.2125,8.0,,8.0,
2013-08-08,1.0,153.099424561652,Brot,0,7.0,16.975,12.0,20.0,8.0,Spruehregen oder Schneegriesel hat aufgehoert
2013-08-08,2.0,486.25509543792,Broetchen,0,7.0,16.975,12.0,20.0,8.0,Spruehregen oder Schneegriesel hat aufgehoert
2013-08-08,3.0,298.005519792868,Croissant,0,7.0,16.975,12.0,20.0,8.0,Spruehregen oder Schneegriesel hat aufgehoert
2013-08-08,4.0,96.7720958104522,Konditorei,0,7.0,16.975,12.0,20.0,8.0,Spruehregen oder Schneegriesel hat aufgehoert
2013-08-08,5.0,464.87537153539,Kuchen,0,7.0,16.975,12.0,20.0,8.0,Spruehregen oder Schneegriesel hat aufgehoert
2013-08-09,5.0,450.085987485785,Kuchen,0,4.0,20.3375,10.0,21.0,8.0,Regen hat aufgehoert
2013-08-09,4.0,81.4817797241125,Konditorei,0,4.0,20.3375,10.0,21.0,8.0,Regen hat aufgehoert
2013-08-09,3.0,328.22992428157,Croissant,0,4.0,20.3375,10.0,21.0,8.0,Regen hat aufgehoert
2013-08-09,2.0,539.975155104136,Broetchen,0,4.0,20.3375,10.0,21.0,8.0,Regen hat aufgehoert
2013-08-09,1.0,125.620344387906,Brot,0,4.0,20.3375,10.0,21.0,8.0,Regen hat aufgehoert
2013-08-10,1.0,185.177162656408,Brot,0,7.0,19.3625,12.0,61.0,8.0,Durchgehender leichter und nicht gefrierender Regen
2013-08-10,2.0,614.511830668785,Broetchen,0,7.0,19.3625,12.0,61.0,8.0,Durchgehender leichter und nicht gefrierender Regen
2013-08-10,3.0,351.617029216224,Croissant,0,7.0,19.3625,12.0,61.0,8.0,Durchgehender leichter und nicht gefrierender Regen
2013-08-10,4.0,59.9811123644503,Konditorei,0,7.0,19.3625,12.0,61.0,8.0,Durchgehender leichter und nicht gefrierender Regen
2013-08-10,5.0,450.993337129113,Kuchen,0,7.0,19.3625,12.0,61.0,8.0,Durchgehender leichter und nicht gefrierender Regen
2013-08-11,5.0,583.491717818235,Kuchen,0,7.0,16.3875,9.0,61.0,8.0,Durchgehender leichter und nicht gefrierender Regen
2013-08-11,4.0,60.7087857619079,Konditorei,0,7.0,16.3875,9.0,61.0,8.0,Durchgehender leichter und nicht gefrierender Regen
2013-08-11,3.0,341.033029953849,Croissant,0,7.0,16.3875,9.0,61.0,8.0,Durchgehender leichter und nicht gefrierender Regen
2013-08-11,2.0,666.9113081568,Broetchen,0,7.0,16.3875,9.0,61.0,8.0,Durchgehender leichter und nicht gefrierender Regen
2013-08-11,1.0,73.2088330039992,Brot,0,7.0,16.3875,9.0,61.0,8.0,Durchgehender leichter und nicht gefrierender Regen
2013-08-12,1.0,154.504729536697,Brot,0,7.0,16.45,11.0,63.0,8.0,Durchgehender maessiger nicht gefrierender Regen
2013-08-12,2.0,510.019126480035,Broetchen,0,7.0,16.45,11.0,63.0,8.0,Durchgehender maessiger nicht gefrierender Regen
2013-08-12,3.0,253.6233554703,Croissant,0,7.0,16.45,11.0,63.0,8.0,Durchgehender maessiger nicht gefrierender Regen
2013-08-12,4.0,97.7406166426712,Konditorei,0,7.0,16.45,11.0,63.0,8.0,Durchgehender maessiger nicht gefrierender Regen
2013-08-12,5.0,356.026341718574,Kuchen,0,7.0,16.45,11.0,63.0,8.0,Durchgehender maessiger nicht gefrierender Regen
2013-08-13,5.0,344.643463915453,Kuchen,0,3.0,16.4,16.0,95.0,8.0,Leichtes oder maessiges Gewitter mit Regen oder Schnee
2013-08-13,4.0,113.863641914766,Konditorei,0,3.0,16.4,16.0,95.0,8.0,Leichtes oder maessiges Gewitter mit Regen oder Schnee
2013-08-13,3.0,271.591283834177,Croissant,0,3.0,16.4,16.0,95.0,8.0,Leichtes oder maessiges Gewitter mit Regen oder Schnee
2013-08-13,2.0,535.403212817658,Broetchen,0,3.0,16.4,16.0,95.0,8.0,Leichtes oder maessiges Gewitter mit Regen oder Schnee
2013-08-13,1.0,134.064451548102,Brot,0,3.0,16.4,16.0,95.0,8.0,Leichtes oder maessiges Gewitter mit Regen oder Schnee
2013-08-14,1.0,156.972510536869,Brot,0,4.0,18.2625,18.0,61.0,8.0,Durchgehender leichter und nicht gefrierender Regen
2013-08-14,2.0,520.123590697437,Broetchen,0,4.0,18.2625,18.0,61.0,8.0,Durchgehender leichter und nicht gefrierender Regen
2013-08-14,3.0,309.116290264651,Croissant,0,4.0,18.2625,18.0,61.0,8.0,Durchgehender leichter und nicht gefrierender Regen
2013-08-14,4.0,105.567865241887,Konditorei,0,4.0,18.2625,18.0,61.0,8.0,Durchgehender leichter und nicht gefrierender Regen
2013-08-14,5.0,441.253111778104,Kuchen,0,4.0,18.2625,18.0,61.0,8.0,Durchgehender leichter und nicht gefrierender Regen
2013-08-15,5.0,416.610037755781,Kuchen,0,3.0,19.8,8.0,,8.0,
2013-08-15,4.0,59.7561020638342,Konditorei,0,3.0,19.8,8.0,,8.0,
2013-08-15,3.0,266.575408936199,Croissant,0,3.0,19.8,8.0,,8.0,
2013-08-15,2.0,538.231262832354,Broetchen,0,3.0,19.8,8.0,,8.0,
2013-08-15,1.0,164.763795399756,Brot,0,3.0,19.8,8.0,,8.0,
2013-08-16,1.0,147.79799759804,Brot,0,4.0,23.575,11.0,0.0,8.0,Bewoelkungsentwicklung nicht beobachtet
2013-08-16,2.0,552.153714601025,Broetchen,0,4.0,23.575,11.0,0.0,8.0,Bewoelkungsentwicklung nicht beobachtet
2013-08-16,3.0,241.76897512804,Croissant,0,4.0,23.575,11.0,0.0,8.0,Bewoelkungsentwicklung nicht beobachtet
2013-08-16,4.0,75.2564619591539,Konditorei,0,4.0,23.575,11.0,0.0,8.0,Bewoelkungsentwicklung nicht beobachtet
2013-08-16,5.0,344.468629393561,Kuchen,0,4.0,23.575,11.0,0.0,8.0,Bewoelkungsentwicklung nicht beobachtet
2013-08-17,5.0,519.834929394153,Kuchen,0,6.0,20.55,7.0,0.0,8.0,Bewoelkungsentwicklung nicht beobachtet
2013-08-17,4.0,96.5293135082104,Konditorei,0,6.0,20.55,7.0,0.0,8.0,Bewoelkungsentwicklung nicht beobachtet
2013-08-17,3.0,280.170045804428,Croissant,0,6.0,20.55,7.0,0.0,8.0,Bewoelkungsentwicklung nicht beobachtet
2013-08-17,2.0,583.657434231324,Broetchen,0,6.0,20.55,7.0,0.0,8.0,Bewoelkungsentwicklung nicht beobachtet
2013-08-17,1.0,221.630418006017,Brot,0,6.0,20.55,7.0,0.0,8.0,Bewoelkungsentwicklung nicht beobachtet
2013-08-18,1.0,92.489778506026,Brot,0,7.0,18.5875,10.0,63.0,8.0,Durchgehender maessiger nicht gefrierender Regen
2013-08-18,2.0,669.186211470815,Broetchen,0,7.0,18.5875,10.0,63.0,8.0,Durchgehender maessiger nicht gefrierender Regen
2013-08-18,3.0,282.599786111443,Croissant,0,7.0,18.5875,10.0,63.0,8.0,Durchgehender maessiger nicht gefrierender Regen
2013-08-18,4.0,150.122396942697,Konditorei,0,7.0,18.5875,10.0,63.0,8.0,Durchgehender maessiger nicht gefrierender Regen
2013-08-18,5.0,479.499541699925,Kuchen,0,7.0,18.5875,10.0,63.0,8.0,Durchgehender maessiger nicht gefrierender Regen
2013-08-19,5.0,374.247117082749,Kuchen,0,5.0,18.4875,8.0,,8.0,
2013-08-19,4.0,107.407999333161,Konditorei,0,5.0,18.4875,8.0,,8.0,
2013-08-19,2.0,499.912512856933,Broetchen,0,5.0,18.4875,8.0,,8.0,
2013-08-19,3.0,249.391160860983,Croissant,0,5.0,18.4875,8.0,,8.0,
2013-08-19,1.0,145.87913275728,Brot,0,5.0,18.4875,8.0,,8.0,
2013-08-20,1.0,111.842396126739,Brot,0,7.0,17.775,8.0,61.0,8.0,Durchgehender leichter und nicht gefrierender Regen
2013-08-20,2.0,478.730297151576,Broetchen,0,7.0,17.775,8.0,61.0,8.0,Durchgehender leichter und nicht gefrierender Regen
2013-08-20,3.0,257.620799680939,Croissant,0,7.0,17.775,8.0,61.0,8.0,Durchgehender leichter und nicht gefrierender Regen
2013-08-20,4.0,64.5022565329893,Konditorei,0,7.0,17.775,8.0,61.0,8.0,Durchgehender leichter und nicht gefrierender Regen
2013-08-20,5.0,340.090359959321,Kuchen,0,7.0,17.775,8.0,61.0,8.0,Durchgehender leichter und nicht gefrierender Regen
2013-08-21,1.0,125.336522713024,Brot,0,5.0,20.125,8.0,,8.0,
2013-08-21,2.0,440.815636456397,Broetchen,0,5.0,20.125,8.0,,8.0,
2013-08-21,3.0,271.133442105753,Croissant,0,5.0,20.125,8.0,,8.0,
2013-08-21,4.0,65.9210119267558,Konditorei,0,5.0,20.125,8.0,,8.0,
2013-08-21,5.0,352.695324198643,Kuchen,0,5.0,20.125,8.0,,8.0,
2013-08-22,4.0,111.144301377526,Konditorei,0,4.0,21.6625,8.0,,8.0,
2013-08-22,3.0,229.323435589195,Croissant,0,4.0,21.6625,8.0,,8.0,
2013-08-22,5.0,343.348933556103,Kuchen,0,4.0,21.6625,8.0,,8.0,
2013-08-22,1.0,132.916428220302,Brot,0,4.0,21.6625,8.0,,8.0,
2013-08-22,2.0,497.731338188322,Broetchen,0,4.0,21.6625,8.0,,8.0,
2013-08-23,1.0,162.958958703106,Brot,0,1.0,22.0375,14.0,,8.0,
